sci;AphiaID;phylum;class;order;family;genus;species;valid_name;status;code;length;lengthC;length_ref;lifespan;lifespanC;lifespan_ref;fecundity;fecundityC;fecundity_ref;develop;develop_ref;vertical;vertical_ref;ComDepthMin;ComDepthMax;DepthPref;DepthMin;DepthMax;diet;diet_ref;troph;troph_ref;TempPrefMin;TempPrefMax;TempPref;TempPrefMean;pref_ref;freq.r;freq.st
Acantholabrus palloni;126957;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Acantholabrus;palloni;Acantholabrus palloni;accepted;ACATPAL;25;2;Koutsidi_2023;11,198;3;Phylosem;160631;4;Coulon_2022_global;guarder;Beukhof_2019_global;benthic;Beukhof_2019_global;85;243;1;30;500;carnivorous;Coulon_2023;3,5;Koutsidi_2023;7,099999905;15,10000038;1;9,899999619;fishbase;120;0,46
Alepocephalus rostratus;126684;Chordata;Teleostei;Alepocephaliformes;Alepocephalidae;Alepocephalus;rostratus;Alepocephalus rostratus;accepted;ALEPROS;61;3;TL_fishbase;23;3;Fishbase_med;3753,5;4;Coulon_2022_global;non-guarder;Coulon_2022_global;demersal;Fishbase_global;563;1114;4;300;2250;planktivorous;Coulon_2023;3,67;Fishbase_global_1;4,5;13,5;1;8,5;fishbase;192;0,74
Alopias vulpinus;105836;Chordata;Elasmobranchii;Lamniformes;Alopiidae;Alopias;vulpinus;Alopias vulpinus;accepted;ALOPVUL;573,3;3;TL_fishbase;25,75;3;Fishbase_estim_global;43992,58333;4;Fishbase_estim_global;bearer;Beukhof_2019_global;pelagic;Beukhof_2019_global;0;200;1;0;650;generalist;Coulon_2023;4,5;Fishbase_global_1;11,60000038;28,20000076;4;23,29999924;fishbase;1;0
Alosa alosa;126413;Chordata;Teleostei;Clupeiformes;Alosidae;Alosa;alosa;Alosa alosa;accepted;ALOSALO;69;3;TL_fishbase;10,414;3;Phylosem;43992,58333;4;Fishbase_estim_global;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;42;145;1;10;300;generalist;Coulon_2023;2,95;Fishbase_global_1;7;15,60000038;1;10,10000038;fishbase;21;0,08
Alosa fallax;126415;Chordata;Teleostei;Clupeiformes;Alosidae;Alosa;fallax;Alosa fallax;accepted;ALOSFAL;55;3;Koutsidi_2023;12;3;Koutsidi_2023;162500;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;55;189;1;10;400;generalist;Coulon_2023;4,03;Koutsidi_2023;8,699999809;19,29999924;1;10,80000019;fishbase;637;2,46
Anguilla anguilla;126281;Chordata;Teleostei;Anguilliformes;Anguillidae;Anguilla;anguilla;Anguilla anguilla;accepted;ANGUANG;100;3;Koutsidi_2023;85;3;Koutsidi_2023;2500000;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;85;310;2;0;700;generalist;Coulon_2023;3,55;Koutsidi_2023;3;14,5;1;7,900000095;fishbase;6;0,02
Anthias anthias;127031;Chordata;Teleostei;Perciformes;Serranidae;Anthias;anthias;Anthias anthias;accepted;ANTHANT;18;2;Koutsidi_2023;15,72;3;Phylosem;937291;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;benthic;Beukhof_2019_global;30;50;1;3;300;generalist;Coulon_2023;3,75;Koutsidi_2023;14,39999962;24,89999962;3;18,29999924;fishbase;304;1,17
Aphia minuta;126868;Chordata;Teleostei;Gobiiformes;Gobiidae;Aphia;minuta;Aphia minuta;accepted;APHIMIN;7,9;1;TL_fishbase;0,670000017;1;Fishbase_med;706801,9531;4;Fishbase_estim_med;guarder;Beukhof_2019_global;benthopelagic;Beukhof_2019_global;5;80;1;0;97;planktivorous;Coulon_2023;3,1;Fishbase_global_2;7,599999905;18,60000038;1;10,80000019;fishbase;877;3,38
Apogon imberbis;273021;Chordata;Teleostei;Kurtiformes;Apogonidae;Apogon;imberbis;Apogon imberbis;accepted;APOGIMB;15;2;Koutsidi_2023;7;3;Koutsidi_2023;11683;4;Koutsidi_2023;bearer;Fishbase_global;benthic;Fishbase_global;30;101;1;10;200;carnivorous;fishbase_global;3,8;Koutsidi_2023;13,30000019;20,89999962;2;16,29999924;fishbase;11;0,04
Apterichtus caecus;126312;Chordata;Teleostei;Anguilliformes;Ophichthidae;Apterichtus;caecus;Apterichtus caecus;accepted;APTECAE;60;3;TL_fishbase;15,138;3;Phylosem;346058,3434;4;Phylosem;non-guarder;Phylosem;demersal;Fishbase_global;8;43;1;0;85;generalist;fishbase_global;4,06;Fishbase_global_2;16,10000038;21;2;19,10000038;fishbase;13;0,05
Arctozenus risso;126352;Chordata;Teleostei;Aulopiformes;Paralepididae;Arctozenus;risso;Arctozenus risso;accepted;NOTORIS;36,6;3;TL_fishbase;5,306;3;Phylosem;1,00E+07;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;301;912;4;0;2200;generalist;Coulon_2023;3,22;Fishbase_global_1;0,800000012;10,80000019;1;4,099999905;fishbase;350;1,35
Argentina sphyraena;126716;Chordata;Teleostei;Argentiniformes;Argentinidae;Argentina;sphyraena;Argentina sphyraena;accepted;ARGESPY;32;3;Koutsidi_2023;7;3;Koutsidi_2023;15250;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;129;339;2;50;700;generalist;Coulon_2023;3,26;Koutsidi_2023;6,400000095;13,30000019;1;8;fishbase;6865;26,47
Argyropelecus aculeatus;127306;Chordata;Teleostei;Stomiiformes;Sternoptychidae;Argyropelecus;aculeatus;Argyropelecus aculeatus;accepted;ARGRACU;8,3;1;Coulon_2022_global;5,194;3;Phylosem;350;3;Coulon_2022_global;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;364;916;4;100;2056;generalist;Coulon_2023;3,67;Fishbase_global_1;4,900000095;13,69999981;1;8;fishbase;NA;NA
Argyropelecus hemigymnus;127309;Chordata;Teleostei;Stomiiformes;Sternoptychidae;Argyropelecus;hemigymnus;Argyropelecus hemigymnus;accepted;ARGRHEM;5,1;1;TL_fishbase;5,194;3;Phylosem;350;3;Coulon_2022_global;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;100;700;3;0;2400;planktivorous;Coulon_2023;3,06;Fishbase_global_2;5,5;21,29999924;1;11,30000019;fishbase;2294;8,85
Ariosoma balearicum;126283;Chordata;Teleostei;Anguilliformes;Congridae;Ariosoma;balearicum;Ariosoma balearicum;accepted;ARIOBAL;35;3;TL_fishbase;17,923;3;Phylosem;765416,0649;4;Phylosem;non-guarder;Beukhof_2019_global;benthic;Beukhof_2019_global;20;100;1;1;732;carnivorous;Phylosem;3,9;Fishbase_scrapping_global;19,29999924;28,20000076;4;26,20000076;fishbase;118;0,46
Arnoglossus imperialis;127124;Chordata;Teleostei;Pleuronectiformes;Bothidae;Arnoglossus;imperialis;Arnoglossus imperialis;accepted;ARNOIMP;25;2;TL_fishbase;8,089;3;Phylosem;50000;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;40;200;1;20;350;carnivorous;Coulon_2023;3,84;Fishbase_global_2;9,800000191;19,20000076;1;11,69999981;fishbase;582;2,24
Arnoglossus kessleri;127125;Chordata;Teleostei;Pleuronectiformes;Bothidae;Arnoglossus;kessleri;Arnoglossus kessleri;accepted;ARNOKES;13;2;TL_fishbase;8,089;3;Phylosem;50215,24576;4;Phylosem;non-guarder;Fishbase_global;demersal;Fishbase_global;30;101;1;10;200;generalist;fishbase_global;4,05;Fishbase_global_2;8;19,60000038;3;15,19999981;fishbase;17;0,07
Arnoglossus laterna;127126;Chordata;Teleostei;Pleuronectiformes;Bothidae;Arnoglossus;laterna;Arnoglossus laterna;accepted;ARNOLAT;15,7;2;Koutsidi_2023;8;3;Koutsidi_2023;33333;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;10;100;1;10;200;carnivorous;Coulon_2023;3,5;Koutsidi_2023;7,400000095;19,5;1;10,80000019;fishbase;7434;28,67
Arnoglossus rueppelii;127127;Chordata;Teleostei;Pleuronectiformes;Bothidae;Arnoglossus;rueppelii;Arnoglossus rueppelii;accepted;ARNORUP;18,3;2;TL_fishbase;8,089;3;Phylosem;50000;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;186;442;2;85;897;carnivorous;Coulon_2023;4,03;Fishbase_global_2;13,19999981;15;2;14,19999981;fishbase;2093;8,07
Arnoglossus thori;127128;Chordata;Teleostei;Pleuronectiformes;Bothidae;Arnoglossus;thori;Arnoglossus thori;accepted;ARNOTHO;21,96;2;TL_fishbase;10;3;Fishbase_global;50000;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;47;148;1;15;300;carnivorous;Coulon_2023;3,28;Fishbase_global_1;13,69999981;18,60000038;2;15,39999962;fishbase;2768;10,67
Atherina boyeri;272027;Chordata;Teleostei;Atheriniformes;Atherinidae;Atherina;boyeri;Atherina boyeri;accepted;ATHEBOY;16,7;2;Koutsidi_2023;4;2;Koutsidi_2023;5340;4;Koutsidi_2023;non-guarder;Fishbase_global;demersal;Fishbase_global;6;26;1;1;50;generalist;Coulon_2023;2,85;Koutsidi_2023;13,89999962;21;2;18,29999924;fishbase;4;0,02
Aulopus filamentosus;126335;Chordata;Teleostei;Aulopiformes;Aulopidae;Aulopus;filamentosus;Aulopus filamentosus;accepted;AULOFIL;53,68;3;TL_fishbase;8,353;3;Phylosem;81913,64249;4;Phylosem;non-guarder;Fishbase_global;demersal;Fishbase_global;100;200;1;50;1000;generalist;Phylosem;4,2;Fishbase_global_2;13,30000019;23,10000038;2;15,5;fishbase;172;0,66
Balistes capriscus;154721;Chordata;Teleostei;Tetraodontiformes;Balistidae;Balistes;capriscus;Balistes capriscus;accepted;BALICAR;45,6;3;Koutsidi_2023;13;3;Koutsidi_2023;637555;4;Koutsidi_2023;guarder;Beukhof_2019_global;benthic;Beukhof_2019_global;0;55;1;0;100;carnivorous;Coulon_2023;3,45;Koutsidi_2023;9;26,20000076;3;17,79999924;fishbase;63;0,24
Bathophilus nigerrimus;127331;Chordata;Teleostei;Stomiiformes;Stomiidae;Bathophilus;nigerrimus;Bathophilus nigerrimus;accepted;BATONIG;14,88;2;TL_fishbase;8,053;3;Phylosem;38787,48137;4;Phylosem;non-guarder;Phylosem;pelagic;Fishbase_global;1423;2221;4;1000;4000;carnivorous;fishbase_global;4,2;Fishbase_global_2;2,099999905;4,900000095;1;2,799999952;fishbase;24;0,09
Bathypterois dubius;126342;Chordata;Teleostei;Aulopiformes;Ipnopidae;Bathypterois;dubius;Bathypterois dubius;accepted;BATHDUB;25,01;2;TL_fishbase;10,059;3;Phylosem;2200;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;903;1262;4;750;1941;generalist;Coulon_2023;3,37;Fishbase_global_2;4;13,10000038;1;13;fishbase;94;0,36
Bathysolea profundicola;127152;Chordata;Teleostei;Pleuronectiformes;Soleidae;Bathysolea;profundicola;Bathysolea profundicola;accepted;BASOPRO;25,62;2;TL_fishbase;8,648;3;Phylosem;125000;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;200;600;3;200;1350;carnivorous;Coulon_2023;3,17;Fishbase_global_2;8,699999809;14,39999962;2;13,10000038;fishbase;216;0,83
Bellottia apoda;126654;Chordata;Teleostei;Ophidiiformes;Bythitidae;Bellottia;apoda;Bellottia apoda;accepted;BELLAPO;7,93;1;TL_fishbase;7,724;3;Phylosem;706801,9531;4;Fishbase_estim_med;bearer;Fishbase_global;demersal;Fishbase_global;94;272;2;30;569;carnivorous;fishbase_global;3,42;Fishbase_global_2;13,19999981;16,10000038;2;14,60000038;fishbase;52;0,2
Belone belone;126375;Chordata;Teleostei;Beloniformes;Belonidae;Belone;belone;Belone belone;accepted;BELOBEL;90,3;3;Koutsidi_2023;8;3;Koutsidi_2023;18000;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;5;26;1;0;50;carnivorous;Coulon_2023;4,5;Koutsidi_2023;8,800000191;20;1;11,30000019;fishbase;NA;NA
Benthocometes robustus;126667;Chordata;Teleostei;Ophidiiformes;Ophidiidae;Benthocometes;robustus;Benthocometes robustus;accepted;BENTROB;15;2;TL_fishbase;16,189;3;Phylosem;185508,8116;4;Phylosem;non-guarder;Fishbase_global;demersal;Fishbase_global;559;726;4;500;1000;planktivorous;Coulon_2023;3,1;Fishbase_global_2;6,300000191;8,5;1;6,900000095;fishbase;175;0,67
Benthosema glaciale;126580;Chordata;Teleostei;Myctophiformes;Myctophidae;Benthosema;glaciale;Benthosema glaciale;accepted;BENSGLA;10,3;2;TL_fishbase;6;3;Fishbase_estim_global;39661,525;4;Fishbase_estim_global;non-guarder;Beukhof_2019_global;benthopelagic;Beukhof_2019_global;300;400;4;0;1407;planktivorous;Coulon_2023;3,14;Fishbase_global_2;1,600000024;12,80000019;1;5,099999905;fishbase;818;3,15
Blennius ocellaris;126761;Chordata;Teleostei;Blenniiformes;Blenniidae;Blennius;ocellaris;Blennius ocellaris;accepted;BLENOCE;18;2;Koutsidi_2023;8,255;3;Phylosem;500;3;Coulon_2022_global;guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;55;189;1;10;400;carnivorous;Coulon_2023;3,49;Koutsidi_2023;11;17,10000038;2;13,89999962;fishbase;3595;13,86
Boops boops;127047;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Boops;boops;Boops boops;accepted;BOOPBOO;36;3;Koutsidi_2023;5;2;Koutsidi_2023;395000;4;Koutsidi_2023;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;0;100;1;0;350;planktivorous;Coulon_2023;3,11;Koutsidi_2023;11,69999981;27,70000076;3;17,79999924;fishbase;9012;34,75
Borostomias antarcticus;127334;Chordata;Teleostei;Stomiiformes;Stomiidae;Borostomias;antarcticus;Borostomias antarcticus;accepted;BOROANT;36,6;3;TL_fishbase;7,453;3;Phylosem;45000;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;620;1262;4;300;2630;generalist;Coulon_2023;3,6;Fishbase_global_2;2,200000048;8,300000191;1;4,900000095;fishbase;15;0,06
Bothus podas;127129;Chordata;Teleostei;Pleuronectiformes;Bothidae;Bothus;podas;Bothus podas;accepted;BOTHPOD;28;2;Koutsidi_2023;5;2;Koutsidi_2023;215000;4;Koutsidi_2023;non-guarder;Fishbase_global;demersal;Fishbase_global;59;192;1;15;400;carnivorous;fishbase_global;3,41;Koutsidi_2023;13;17,60000038;2;15,10000038;fishbase;559;2,16
Brama brama;126783;Chordata;Teleostei;Scombriformes;Bramidae;Brama;brama;Brama brama;accepted;BRAMBRA;100;3;TL_fishbase;23,618;3;Phylosem;218506,8026;4;Phylosem;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;0;200;1;0;1000;generalist;Coulon_2023;4,08;Fishbase_global_2;6,699999809;23,89999962;1;11,80000019;fishbase;18;0,07
Buglossidium luteum;127153;Chordata;Teleostei;Pleuronectiformes;Soleidae;Buglossidium;luteum;Buglossidium luteum;accepted;BUGLLUT;20;2;TL_fishbase;4;2;Fishbase_med;13400;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;10;40;1;5;450;carnivorous;Coulon_2023;3,31;Fishbase_global_2;8,100000381;18,79999924;1;10,60000038;fishbase;345;1,33
Callanthias ruber;126789;Chordata;Teleostei;Eupercaria incertae sedis;Callanthiidae;Callanthias;ruber;Callanthias ruber;accepted;CALLRUB;60;3;TL_fishbase;12,981;3;Phylosem;117527,6156;4;Phylosem;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;103;255;2;50;500;generalist;Coulon_2023;3,8;Fishbase_global_2;13,10000038;16,20000076;2;14,60000038;fishbase;174;0,67
Callionymus fasciatus;126790;Chordata;Teleostei;Callionymiformes;Callionymidae;Callionymus;fasciatus;Callionymus fasciatus;accepted;CALMFAS;16,5;2;TL_fishbase;6,26;3;Phylosem;5170,220749;4;Phylosem;non-guarder;Fishbase_global;demersal;Fishbase_global;22;96;1;1;200;carnivorous;fishbase_global;3,3;Fishbase_global_2;13,89999962;17,70000076;2;15,10000038;fishbase;2;0,01
Callionymus lyra;126792;Chordata;Teleostei;Callionymiformes;Callionymidae;Callionymus;lyra;Callionymus lyra;accepted;CALMLYR;28,4;2;Koutsidi_2023;6;3;Koutsidi_2023;3558;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;5;30;1;5;430;carnivorous;Coulon_2023;3,27;Koutsidi_2023;11,69999981;19,5;2;13,30000019;fishbase;53;0,2
Callionymus maculatus;126793;Chordata;Teleostei;Callionymiformes;Callionymidae;Callionymus;maculatus;Callionymus maculatus;accepted;CALMMAC;12,5;2;Koutsidi_2023;5;2;Koutsidi_2023;3558;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;118;315;2;45;650;carnivorous;Coulon_2023;3,31;Koutsidi_2023;6,699999809;13;1;8,600000381;fishbase;3483;13,43
Callionymus pusillus;126794;Chordata;Teleostei;Callionymiformes;Callionymidae;Callionymus;pusillus;Callionymus pusillus;accepted;CALMPUS;14;2;TL_fishbase;6,26;3;Phylosem;4629,989408;4;Phylosem;non-guarder;Fishbase_global;demersal;Fishbase_global;11;50;1;1;100;carnivorous;fishbase_global;3,29;Fishbase_global_2;12,10000038;19,39999962;2;17,10000038;fishbase;1;0
Callionymus risso;126796;Chordata;Teleostei;Callionymiformes;Callionymidae;Callionymus;risso;Callionymus risso;accepted;CALMRIS;6;1;Koutsidi_2023;5;2;Koutsidi_2023;3558;4;Koutsidi_2023;non-guarder;Fishbase_global;demersal;Fishbase_global;29;81;1;15;150;carnivorous;fishbase_global;3,25;Koutsidi_2023;13,10000038;18,70000076;2;14,80000019;fishbase;258;0,99
Capros aper;127419;Chordata;Teleostei;Acanthuriformes;Caproidae;Capros;aper;Capros aper;accepted;CAPOAPE;10,5;2;Koutsidi_2023;26;3;Koutsidi_2023;70286,84853;4;Phylosem;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;120;333;2;40;700;generalist;Coulon_2023;3,21;Koutsidi_2023;6,900000095;15;1;10,69999981;fishbase;8792;33,9
Caranx rhonchus;126806;Chordata;Teleostei;Carangiformes;Carangidae;Caranx;rhonchus;Caranx rhonchus;accepted;CARARHO;60;3;Koutsidi_2023;12;3;Koutsidi_2023;735000;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;benthic;Beukhof_2019_global;30;50;1;30;200;generalist;Coulon_2023;3,6;Koutsidi_2023;16,20000076;25,60000038;2;19,20000076;fishbase;36;0,14
Carapus acus;126661;Chordata;Teleostei;Ophidiiformes;Carapidae;Carapus;acus;Carapus acus;accepted;CARPACU;20,8;2;TL_fishbase;11,931;3;Phylosem;161989,8663;4;Phylosem;non-guarder;Fishbase_global;demersal;Fishbase_global;17;73;1;1;150;generalist;fishbase_global;4,04;Fishbase_global_2;14,80000019;27,60000038;3;19,39999962;fishbase;868;3,35
