sci;AphiaID;phylum;class;order;family;genus;species;valid_name;status;code;length;lengthC;length_ref;lifespan;lifespanC;lifespan_ref;fecundity;fecundityC;fecundity_ref;develop;develop_ref;vertical;vertical_ref;ComDepthMin;ComDepthMax;DepthPref;DepthMin;DepthMax;diet;diet_ref;troph;troph_ref;TempPrefMin;TempPrefMax;TempPref;TempPrefMean;pref_ref;freq.r;freq.st
Phycis blennoides;126501;Chordata;Teleostei;Gadiformes;Phycidae;Phycis;blennoides;Phycis blennoides;accepted;PHYIBLE;70,3;3;Koutsidi_2023;20;3;Koutsidi_2023;5,00E+05;4;Koutsidi_2023;non-guarder;Beukhof_2019_med;benthopelagic;Beukhof_2019_med;100;450;3;10;1200;carnivorous;Coulon_2023;3,87;Koutsidi_2023;5,400000095;14,60000038;1;9,100000381;fishbase;11586;44,68
Phycis phycis;126502;Chordata;Teleostei;Gadiformes;Phycidae;Phycis;phycis;Phycis phycis;accepted;PHYIPHY;75;3;Koutsidi_2023;5;2;Koutsidi_2023;5,00E+05;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;benthopelagic;Beukhof_2019_global;100;200;1;13;614;generalist;Coulon_2023;4,25;Koutsidi_2023;13,30000019;16,20000076;2;14,89999962;fishbase;174;0,67
Physiculus dalwigki;126498;Chordata;Teleostei;Gadiformes;Moridae;Physiculus;dalwigki;Physiculus dalwigki;accepted;PHYSDAL;30;2;TL_fishbase;18,18;3;Phylosem;6,00E+07;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;benthopelagic;Beukhof_2019_global;177;384;2;100;738;generalist;Coulon_2023;3,4;Fishbase_scrapping_global;13,10000038;14,89999962;2;13,89999962;fishbase;17;0,07
Platichthys flesus;127141;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Platichthys;flesus;Platichthys flesus;accepted;PLATFLE;48,5;3;Koutsidi_2023;15;3;Koutsidi_2023;1200000;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;11;50;1;1;100;carnivorous;Coulon_2023;3,32;Koutsidi_2023;7,199999809;14,19999981;1;10,19999981;fishbase;52;0,2
Polyacanthonotus rissoanus;126645;Chordata;Teleostei;Notacanthiformes;Notacanthidae;Polyacanthonotus;rissoanus;Polyacanthonotus rissoanus;accepted;POLARIS;40;3;Fishbase_global;11,368;3;Phylosem;31000;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;540;2875;4;500;2800;generalist;Coulon_2023;3,49;Fishbase_global_2;3,299999952;13;1;4,599999905;fishbase;57;0,22
Polyprion americanus;126998;Chordata;Teleostei;Acropomatiformes;Polyprionidae;Polyprion;americanus;Polyprion americanus;accepted;POLYAME;134;3;Koutsidi_2023;76;3;Koutsidi_2023;7450000;4;Koutsidi_2023;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;100;200;1;40;600;generalist;Coulon_2023;4,14;Koutsidi_2023;5,199999809;19;1;9,399999619;fishbase;30;0,12
Pomatomus saltatrix;151482;Chordata;Teleostei;Scombriformes;Pomatomidae;Pomatomus;saltatrix;Pomatomus saltatrix;accepted;POMTSAL;98;3;Koutsidi_2023;9;3;Koutsidi_2023;1,00E+06;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;22;95;1;0;200;generalist;Coulon_2023;4,53;Koutsidi_2023;8,399999619;27,5;4;21,10000038;fishbase;64;0,25
Pomatoschistus marmoratus;126926;Chordata;Teleostei;Gobiiformes;Gobiidae;Pomatoschistus;marmoratus;Pomatoschistus marmoratus;accepted;POMSMAR;5,6;1;Koutsidi_2023;2;1;Koutsidi_2023;480289,5;4;Koutsidi_2023;guarder;Fishbase_global;demersal;Fishbase_global;25;46;1;20;70;carnivorous;fishbase_global;3,35;Koutsidi_2023;10,30000019;17,29999924;2;15,10000038;fishbase;84;0,32
Pomatoschistus microps;126927;Chordata;Teleostei;Gobiiformes;Gobiidae;Pomatoschistus;microps;Pomatoschistus microps;accepted;POMSMIC;9;1;TL_fishbase;2,299999952;2;Fishbase_estim_global;706801,9531;4;Fishbase_estim_med;guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;1;7;1;0;12;carnivorous;Coulon_2023;3,29;Fishbase_global_1;9;16,10000038;1;10,80000019;fishbase;20;0,08
Pomatoschistus minutus;126928;Chordata;Teleostei;Gobiiformes;Gobiidae;Pomatoschistus;minutus;Pomatoschistus minutus;accepted;POMSMIN;11;2;TL_fishbase;2,265000045;2;Fishbase_estim_global;43992,58333;4;Fishbase_estim_global;guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;25;98;1;4;200;carnivorous;Coulon_2023;3,22;Fishbase_global_1;7;12,19999981;1;9,399999619;fishbase;84;0,32
Pomatoschistus norvegicus;126929;Chordata;Teleostei;Gobiiformes;Gobiidae;Pomatoschistus;norvegicus;Pomatoschistus norvegicus;accepted;POMSNOR;8;1;TL_fishbase;3,48;2;Phylosem;2995;4;Coulon_2022_global;guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;53;161;1;18;325;carnivorous;Coulon_2023;3,3;Fishbase_scrapping_global;6,800000191;11,39999962;1;8,600000381;fishbase;9;0,03
Psenes pellucidus;126993;Chordata;Teleostei;Scombriformes;Nomeidae;Psenes;pellucidus;Psenes pellucidus;accepted;PSENPEL;80;3;TL_fishbase;9,181;3;Phylosem;160361,787;4;Phylosem;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;144;446;3;20;1000;planktivorous;fishbase_global;3,85;Fishbase_global_2;0,899999976;19,29999924;1;12,89999962;fishbase;5;0,02
Pseudaphya ferreri;126934;Chordata;Teleostei;Gobiiformes;Gobiidae;Pseudaphya;ferreri;Pseudaphya ferreri;accepted;PSEAFER;3,5;1;TL_fishbase;4,876;2;Phylosem;26506,80773;4;Phylosem;guarder;Phylosem;benthopelagic;Fishbase_global;8;23;1;5;40;planktivorous;Phylosem;3,1;Fishbase_scrapping_global;16,10000038;19,39999962;2;17,89999962;fishbase;38;0,15
Pteragogus pelycus;219053;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Pteragogus;pelycus;Pteragogus pelycus;accepted;PTEAPEL;15;2;TL_fishbase;11,198;3;Phylosem;21386,64569;4;Phylosem;guarder;Phylosem;demersal;Fishbase_global;1;3;1;1;5;carnivorous;Phylosem;3,5;Fishbase_scrapping_global;24,60000038;29;4;27,5;fishbase;25;0,1
Pterois miles;218077;Chordata;Teleostei;Perciformes;Scorpaenidae;Pterois;miles;Pterois miles;accepted;PTROMIL;43;3;TL_fishbase;13,768;3;Phylosem;79693,73069;4;Phylosem;non-guarder;Phylosem;benthic;Fishbase_global;8;43;1;0;85;carnivorous;Phylosem;3,7;Fishbase_scrapping_global;24,5;29,29999924;4;27,60000038;fishbase;8;0,03
Pteromylaeus bovinus;NA;Chordata;Elasmobranchii;Myliobatiformes;Myliobatidae;Pteromylaeus;bovinus;NA;NA;PTEOBOV;222;3;Koutsidi_2023;14;3;Koutsidi_2023;5;1;Koutsidi_2023;bearer;Phylosem;demersal;Phylosem;NA;NA;NA;NA;NA;generalist;Phylosem;3,79;Koutsidi_2023;NA;NA;NA;17,57215074;Phylosem;44;0,17
Pteroplatytrygon violacea;158540;Chordata;Elasmobranchii;Myliobatiformes;Dasyatidae;Pteroplatytrygon;violacea;Pteroplatytrygon violacea;accepted;DASIVIO;96;3;WD_fishbase;12;3;Fishbase_estim_global;706801,9531;4;Fishbase_estim_med;bearer;Fishbase_global;pelagic;Fishbase_global;1;100;1;1;381;carnivorous;fishbase_global;4,36;Fishbase_global_2;12;28,60000038;4;24,79999924;fishbase;64;0,25
Raja asterias;105881;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;asterias;Raja asterias;accepted;RAJAAST;79;3;Koutsidi_2023;10;3;Koutsidi_2023;73;2;Koutsidi_2023;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;20;50;1;2;343;carnivorous;Coulon_2023;3,5;Koutsidi_2023;13,30000019;15,69999981;2;14,30000019;fishbase;1368;5,28
Raja brachyura;367297;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;brachyura;Raja brachyura;accepted;RAJABRA;120;3;TL_fishbase;16;3;Fishbase_med;43992,58333;4;Fishbase_estim_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;52;180;1;10;380;generalist;Coulon_2023;3,76;Fishbase_global_2;7,099999905;16,20000076;1;10,30000019;fishbase;364;1,4
Raja clavata;105883;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;clavata;Raja clavata;accepted;RAJACLA;126,5;3;Koutsidi_2023;15;3;Koutsidi_2023;111;3;Koutsidi_2023;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;134;445;3;5;1020;generalist;Coulon_2023;3,84;Koutsidi_2023;7,099999905;15,80000019;1;10,69999981;fishbase;4909;18,93
Raja miraletus;105886;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;miraletus;Raja miraletus;accepted;RAJAMIR;95;3;Koutsidi_2023;9;3;Koutsidi_2023;56;2;Koutsidi_2023;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;50;150;1;17;462;generalist;Coulon_2023;3,8;Koutsidi_2023;13,10000038;25,60000038;3;17,60000038;fishbase;2577;9,94
Raja montagui;105887;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;montagui;Raja montagui;accepted;RAJAMON;102;3;TL_fishbase;7;3;Fishbase_estim_global;43992,58333;4;Fishbase_estim_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;70;243;1;8;530;generalist;Coulon_2023;3,88;Fishbase_global_1;7;16;1;9,899999619;fishbase;603;2,33
Raja polystigma;105888;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;polystigma;Raja polystigma;accepted;RAJAPOL;60;3;Beukhof_2019_med;9,5;3;Fishbase_estim_med;43992,58333;4;Fishbase_estim_global;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;134;240;1;100;400;generalist;fishbase_global;3,97;Beukhof_2019_med;13,10000038;15,10000038;2;14;fishbase;1408;5,43
Raja radula;105889;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;radula;Raja radula;accepted;RAJARDA;70;3;TL_fishbase;18,071;3;Phylosem;43992,58333;4;Fishbase_estim_global;non-guarder;Fishbase_global;demersal;Fishbase_global;36;141;1;3;300;carnivorous;fishbase_global;3,74;Fishbase_global_2;13,39999962;18,39999962;2;15;fishbase;241;0,93
Raja undulata;105891;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;undulata;Raja undulata;accepted;RAJAUND;100;3;TL_fishbase;19,9749999;3;Fishbase_estim_global;38;2;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;66;123;1;50;200;carnivorous;Coulon_2023;3,5;Fishbase_global_2;9,800000191;17,10000038;2;13,19999981;fishbase;26;0,1
Regalecus glesne;126525;Chordata;Teleostei;Lampriformes;Regalecidae;Regalecus;glesne;Regalecus glesne;accepted;REGAGLE;800;3;TL_fishbase;15,631;3;Phylosem;43992,58333;4;Fishbase_estim_global;non-guarder;Fishbase_global;pelagic;Fishbase_global;20;200;1;20;1000;generalist;Coulon_2023;3,2;Fishbase_global_2;11,19999981;28,89999962;4;23,89999962;fishbase;2;0,01
Rhinoptera marginata;105862;Chordata;Elasmobranchii;Myliobatiformes;Myliobatidae;Rhinoptera;marginata;Rhinoptera marginata;accepted;RHIPMAR;200;3;WD_fishbase;21,552;3;Phylosem;43992,58333;4;Fishbase_estim_global;bearer;Fishbase_global;benthopelagic;Fishbase_global;10;50;1;0;100;carnivorous;fishbase_global;3,84;Fishbase_global_2;17,10000038;21,70000076;2;19,70000076;fishbase;NA;NA
Rhynchogadus hepaticus;126499;Chordata;Teleostei;Gadiformes;Moridae;Rhynchogadus;hepaticus;Rhynchogadus hepaticus;accepted;RHYNHEP;12,2;2;TL_fishbase;18,18;3;Phylosem;4287216,095;4;Phylosem;non-guarder;Phylosem;pelagic;Fishbase_global;434;540;4;400;700;carnivorous;Phylosem;3,3;Fishbase_scrapping_global;NA;NA;1;11,96704325;Phylosem;5;0,02
Rostroraja alba;105896;Chordata;Elasmobranchii;Rajiformes;Rajidae;Rostroraja;alba;Rostroraja alba;accepted;RAJAALB;230;3;Beukhof_2019_med;20,033;3;Phylosem;43992,58333;4;Fishbase_estim_global;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;50;500;3;30;600;carnivorous;Coulon_2023;4,41;Beukhof_2019_med;8,800000191;17,5;2;13,5;fishbase;75;0,29
Salaria pavo;126781;Chordata;Teleostei;Blenniiformes;Blenniidae;Salaria;pavo;Salaria pavo;accepted;BLENPAV;13,8;2;TL_fishbase;6,442;3;Phylosem;2150,806944;4;Phylosem;guarder;Fishbase_global;demersal;Fishbase_global;3;9;1;2;15;generalist;fishbase_global;3,59;Fishbase_global_1;15;21,20000076;2;18,79999924;fishbase;3;0,01
Sarda sarda;127021;Chordata;Teleostei;Scombriformes;Scombridae;Sarda;sarda;Sarda sarda;accepted;SADASAR;90;3;Koutsidi_2023;9;3;Koutsidi_2023;5,00E+05;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;92;139;1;80;200;carnivorous;Coulon_2023;4,37;Koutsidi_2023;7;23,39999962;1;10,69999981;fishbase;13;0,05
Sardina pilchardus;126421;Chordata;Teleostei;Clupeiformes;Alosidae;Sardina;pilchardus;Sardina pilchardus;accepted;SARDPIL;24,1;2;Koutsidi_2023;15;3;Koutsidi_2023;283000;4;Koutsidi_2023;non-guarder;Beukhof_2019_med;pelagic;Beukhof_2019_med;25;100;1;10;100;planktivorous;Coulon_2023;3,26;Koutsidi_2023;7,099999905;17,29999924;1;10,30000019;fishbase;7554;29,13
Sardinella aurita;126422;Chordata;Teleostei;Clupeiformes;Dorosomatidae;Sardinella;aurita;Sardinella aurita;accepted;SARIAUR;31,1;3;Koutsidi_2023;8;3;Koutsidi_2023;41200;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;40;161;1;0;350;planktivorous;fishbase_global;3,5;Koutsidi_2023;13,30000019;26,29999924;3;18,79999924;fishbase;862;3,32
Sardinella maderensis;126423;Chordata;Teleostei;Clupeiformes;Dorosomatidae;Sardinella;maderensis;Sardinella maderensis;accepted;SARIMAD;36,6;3;TL_fishbase;6;3;Fishbase_estim_global;49723,02595;4;Phylosem;non-guarder;Fishbase_global;pelagic;Fishbase_global;8;40;1;0;80;planktivorous;fishbase_global;3,2;Fishbase_global_2;18;27,89999962;4;21;fishbase;3;0,01
Sarpa salpa;127064;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Sarpa;salpa;Sarpa salpa;accepted;SARPSAL;36,8;3;Koutsidi_2023;15;3;Koutsidi_2023;357800;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;benthopelagic;Beukhof_2019_global;11;38;1;5;70;herbivorous;Coulon_2023;2,14;Koutsidi_2023;15,30000019;24;2;18,79999924;fishbase;24;0,09
Saurida undosquamis;126371;Chordata;Teleostei;Aulopiformes;Synodontidae;Saurida;undosquamis;Saurida undosquamis;accepted;SAURUND;30;2;Koutsidi_2023;8;3;Koutsidi_2023;225000;4;Koutsidi_2023;non-guarder;Fishbase_global;benthic;Fishbase_global;41;162;1;1;350;carnivorous;fishbase_global;4,46;Koutsidi_2023;18,79999924;27,89999962;4;26;fishbase;26;0,1
Schedophilus medusophagus;126833;Chordata;Teleostei;Scombriformes;Centrolophidae;Schedophilus;medusophagus;Schedophilus medusophagus;accepted;SCHEMED;55;3;TL_fishbase;13,684;3;Phylosem;188490,3538;4;Phylosem;non-guarder;Beukhof_2019_global;pelagic;Beukhof_2019_global;217;276;2;200;358;planktivorous;Coulon_2023;4;Fishbase_global_2;4,5;13,30000019;1;8,100000381;fishbase;31;0,12
Schedophilus ovalis;126834;Chordata;Teleostei;Scombriformes;Centrolophidae;Schedophilus;ovalis;Schedophilus ovalis;accepted;SCHEOVA;100;3;TL_fishbase;13,684;3;Phylosem;213776,6497;4;Phylosem;non-guarder;Phylosem;benthopelagic;Fishbase_global;80;240;1;70;700;generalist;Phylosem;3,54;Fishbase_global_2;11,80000019;18,79999924;2;14,80000019;fishbase;24;0,09
Sciaena umbra;127010;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Sciaena;umbra;Sciaena umbra;accepted;SCIAUMB;65;3;Koutsidi_2023;21;3;Koutsidi_2023;188964;4;Koutsidi_2023;non-guarder;Fishbase_global;demersal;Fishbase_global;22;96;1;1;200;carnivorous;fishbase_global;3,75;Koutsidi_2023;12,80000019;19,60000038;2;15,30000019;fishbase;11;0,04
Scomber colias;151174;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;colias;Scomber colias;accepted;SCOMPNE;50;3;Beukhof_2019_med;7;3;Fishbase_med;579085;4;Coulon_2022_global;non-guarder;Beukhof_2019_med;pelagic;Beukhof_2019_med;22;95;1;0;200;generalist;Coulon_2023;3,91;Beukhof_2019_med;13,89999962;27,29999924;4;22,5;fishbase;1419;5,47
Scomber scombrus;127023;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;scombrus;Scomber scombrus;accepted;SCOMSCO;48;3;Koutsidi_2023;21;3;Koutsidi_2023;640000;4;Koutsidi_2023;non-guarder;Beukhof_2019_med;pelagic;Beukhof_2019_med;0;200;1;0;1000;generalist;Coulon_2023;3,63;Koutsidi_2023;7;17,5;1;10,19999981;fishbase;2480;9,56
Scophthalmus maximus;127149;Chordata;Teleostei;Pleuronectiformes;Scophthalmidae;Scophthalmus;maximus;Scophthalmus maximus;accepted;PSETMAX;82;3;Beukhof_2019_med;5,299999953;3;Fishbase_estim_med;43992,58333;4;Fishbase_estim_global;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;25;46;1;20;70;carnivorous;Coulon_2023;4,36;Beukhof_2019_med;5,900000095;11,89999962;1;9,399999619;fishbase;143;0,55
Scophthalmus rhombus;127150;Chordata;Teleostei;Pleuronectiformes;Scophthalmidae;Scophthalmus;rhombus;Scophthalmus rhombus;accepted;SCOHRHO;50,1;3;Koutsidi_2023;12;3;Koutsidi_2023;1,00E+07;4;Koutsidi_2023;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;9;28;1;5;50;carnivorous;Coulon_2023;4,42;Koutsidi_2023;8,399999619;19,5;1;11,19999981;fishbase;233;0,9
Scorpaena elongata;127242;Chordata;Teleostei;Perciformes;Scorpaenidae;Scorpaena;elongata;Scorpaena elongata;accepted;SCORELO;50;3;TL_fishbase;9,23;3;Phylosem;63644,11423;4;Phylosem;non-guarder;Phylosem;demersal;Fishbase_global;100;600;3;75;800;carnivorous;fishbase_global;3,86;Fishbase_global_2;8,899999619;15,69999981;2;13,89999962;fishbase;1643;6,34
Scorpaena loppei;127244;Chordata;Teleostei;Perciformes;Scorpaenidae;Scorpaena;loppei;Scorpaena loppei;accepted;SCORLOP;15;2;TL_fishbase;5;2;Fishbase_med;103000;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;66;123;1;50;200;carnivorous;Coulon_2023;3,5;Fishbase_global_2;13,10000038;17,39999962;2;15,10000038;fishbase;254;0,98
Scorpaena maderensis;274721;Chordata;Teleostei;Perciformes;Scorpaenidae;Scorpaena;maderensis;Scorpaena maderensis;accepted;SCORMAD;17,8;2;TL_fishbase;6,102;3;Phylosem;38141,1396;4;Phylosem;non-guarder;Phylosem;demersal;Fishbase_global;22;31;1;20;40;generalist;fishbase_global;4,07;Fishbase_global_2;14,30000019;19,70000076;2;17,20000076;fishbase;11;0,04
Scorpaena notata;127246;Chordata;Teleostei;Perciformes;Scorpaenidae;Scorpaena;notata;Scorpaena notata;accepted;SCORNOT;24;2;Koutsidi_2023;8;3;Koutsidi_2023;19500;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;94;316;2;10;700;carnivorous;Coulon_2023;3,7;Koutsidi_2023;13,19999981;16,20000076;2;14,60000038;fishbase;3294;12,7
Scorpaena porcus;127247;Chordata;Teleostei;Perciformes;Scorpaenidae;Scorpaena;porcus;Scorpaena porcus;accepted;SCORPOR;40,5;3;Koutsidi_2023;18;3;Koutsidi_2023;2,00E+05;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;100;352;2;1;800;carnivorous;Coulon_2023;3,92;Koutsidi_2023;11,19999981;15,80000019;2;13,89999962;fishbase;1296;5
Scorpaena scrofa;127248;Chordata;Teleostei;Perciformes;Scorpaenidae;Scorpaena;scrofa;Scorpaena scrofa;accepted;SCORSCO;68,2;3;Koutsidi_2023;25;3;Koutsidi_2023;19500;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;76;150;1;20;500;carnivorous;Coulon_2023;4,25;Koutsidi_2023;11,10000038;18;2;14,39999962;fishbase;1748;6,74
Scyliorhinus canicula;105814;Chordata;Elasmobranchii;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;canicula;Scyliorhinus canicula;accepted;SCYOCAN;87,42;3;Koutsidi_2023;12;3;Koutsidi_2023;76,5;2;Koutsidi_2023;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;80;100;1;10;780;generalist;Coulon_2023;3,82;Koutsidi_2023;7,199999809;16,20000076;1;10,10000038;fishbase;9479;36,55
Scyliorhinus stellaris;105815;Chordata;Elasmobranchii;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;stellaris;Scyliorhinus stellaris;accepted;SCYOSTE;170;3;Beukhof_2019_med;15,67;3;Phylosem;706801,9531;4;Fishbase_estim_med;non-guarder;Beukhof_2019_med;benthic;Beukhof_2019_med;20;63;1;1;400;generalist;Coulon_2023;4,03;Beukhof_2019_med;7,800000191;19,5;1;10,89999962;fishbase;132;0,51
Seriola dumerili;126816;Chordata;Teleostei;Carangiformes;Carangidae;Seriola;dumerili;Seriola dumerili;accepted;SERIDUM;176;3;Koutsidi_2023;15;3;Koutsidi_2023;2186000;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;benthic;Beukhof_2019_global;18;72;1;1;360;generalist;fishbase_global;4,06;Koutsidi_2023;16,89999962;29;4;27,10000038;fishbase;39;0,15
Serranus atricauda;127040;Chordata;Teleostei;Perciformes;Serranidae;Serranus;atricauda;Serranus atricauda;accepted;SERAATR;43,2;3;TL_fishbase;16;3;Fishbase_global;174578,6704;4;Phylosem;non-guarder;Phylosem;demersal;Fishbase_global;12;47;1;3;90;generalist;fishbase_global;4,27;Fishbase_global_1;16,29999924;19,39999962;2;18,39999962;fishbase;3;0,01
Serranus cabrilla;127041;Chordata;Teleostei;Perciformes;Serranidae;Serranus;cabrilla;Serranus cabrilla;accepted;SERACAB;37,4;3;Koutsidi_2023;8;3;Koutsidi_2023;1,00E+05;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;63;229;1;5;500;generalist;Coulon_2023;3,68;Koutsidi_2023;11,19999981;18;2;14,39999962;fishbase;5449;21,01
Serranus hepatus;127042;Chordata;Teleostei;Perciformes;Serranidae;Serranus;hepatus;Serranus hepatus;accepted;SERAHEP;15,3;2;Koutsidi_2023;7;3;Koutsidi_2023;1,00E+05;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;15;52;1;5;100;carnivorous;Coulon_2023;3,74;Koutsidi_2023;14,30000019;21;2;18,29999924;fishbase;11647;44,91
Serranus scriba;127043;Chordata;Teleostei;Perciformes;Serranidae;Serranus;scriba;Serranus scriba;accepted;SERASCR;32,3;3;Koutsidi_2023;16;3;Koutsidi_2023;1,00E+05;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;20;30;1;5;150;carnivorous;Coulon_2023;3,82;Koutsidi_2023;15,10000038;21;2;18,39999962;fishbase;44;0,17
Siganus luridus;127044;Chordata;Teleostei;Acanthuriformes;Siganidae;Siganus;luridus;Siganus luridus;accepted;SIGALUR;30;2;Koutsidi_2023;7;3;Koutsidi_2023;428086;4;Koutsidi_2023;non-guarder;Fishbase_global;benthic;Fishbase_global;5;22;1;2;40;herbivorous;fishbase_global;2;Koutsidi_2023;24,79999924;29,20000076;4;27;fishbase;7;0,03
Siganus rivulatus;127045;Chordata;Teleostei;Acanthuriformes;Siganidae;Siganus;rivulatus;Siganus rivulatus;accepted;SIGARIV;22,3;2;Koutsidi_2023;8;3;Koutsidi_2023;379183,5;4;Koutsidi_2023;non-guarder;Fishbase_global;benthic;Fishbase_global;4;16;1;1;30;herbivorous;fishbase_global;2;Koutsidi_2023;24,70000076;29,20000076;4;27,29999924;fishbase;14;0,05
Solea senegalensis;127159;Chordata;Teleostei;Pleuronectiformes;Soleidae;Solea;senegalensis;Solea senegalensis;accepted;SOLESEN;73,2;3;TL_fishbase;21,068;3;Phylosem;5,00E+07;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;17;39;1;12;65;carnivorous;Coulon_2023;3,25;Fishbase_global_2;13,60000038;21,60000038;2;18,60000038;fishbase;13;0,05
Solea solea;127160;Chordata;Teleostei;Pleuronectiformes;Soleidae;Solea;solea;Solea solea;accepted;SOLEVUL;70;3;Koutsidi_2023;26;3;Koutsidi_2023;125000;4;Koutsidi_2023;non-guarder;Beukhof_2019_med;demersal;Beukhof_2019_med;10;60;1;0;150;carnivorous;Coulon_2023;3,3;Koutsidi_2023;9;20;1;11,39999962;fishbase;1128;4,35
Sparisoma cretense;231441;Chordata;Teleostei;Eupercaria incertae sedis;Scaridae;Sparisoma;cretense;Sparisoma cretense;accepted;SPASCRE;38,9;3;Koutsidi_2023;8;3;Koutsidi_2023;167773;4;Koutsidi_2023;non-guarder;Fishbase_global;benthic;Fishbase_global;23;36;1;20;50;generalist;fishbase_global;2,86;Koutsidi_2023;15,10000038;20,29999924;2;17,10000038;fishbase;59;0,23
Sparus aurata;151523;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Sparus;aurata;Sparus aurata;accepted;SPARAUR;70;3;Koutsidi_2023;54;3;Koutsidi_2023;6,00E+06;4;Koutsidi_2023;non-guarder;Beukhof_2019_global;demersal;Beukhof_2019_global;1;30;1;1;150;generalist;Coulon_2023;3,7;Koutsidi_2023;12,10000038;21;2;17,79999924;fishbase;431;1,66
Sphoeroides pachygaster;127417;Chordata;Teleostei;Tetraodontiformes;Tetraodontidae;Sphoeroides;pachygaster;Sphoeroides pachygaster;accepted;SPHOCUT;44,8;3;Koutsidi_2023;6,103;3;Phylosem;167000;4;Coulon_2022_global;non-guarder;Beukhof_2019_global;benthopelagic;Beukhof_2019_global;50;250;1;50;480;carnivorous;Coulon_2023;4,2;Koutsidi_2023;11,89999962;27,5;3;19,39999962;fishbase;117;0,45
Sphyraena sphyraena;127068;Chordata;Teleostei;Carangaria incertae sedis;Sphyraenidae;Sphyraena;sphyraena;Sphyraena sphyraena;accepted;SPHYSPY;42;3;Koutsidi_2023;8;3;Koutsidi_2023;3,00E+05;4;Koutsidi_2023;non-guarder;Phylosem;pelagic;Fishbase_global;10;50;1;0;100;generalist;fishbase_global;4,04;Koutsidi_2023;14,30000019;21,89999962;2;18,29999924;fishbase;302;1,16
Spicara flexuosa;NA;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Spicara;flexuosa;NA;NA;SPICFLE;21;2;Koutsidi_2023;5;2;Koutsidi_2023;7250;4;Koutsidi_2023;guarder;Phylosem;benthopelagic;Phylosem;NA;NA;NA;NA;NA;planktivorous;Phylosem;4,15;Koutsidi_2023;NA;NA;NA;14,97364641;Phylosem;8185;31,56
